Date,Component_ID,Units_Used,Category
2023-07-22,SENSOR-HC-SR04,24,Sensor
2023-07-23,SENSOR-HC-SR04,55,Sensor
2023-07-24,SENSOR-HC-SR04,108,Sensor
2023-07-25,SENSOR-HC-SR04,110,Sensor
2023-07-26,SENSOR-HC-SR04,250,Sensor
2023-07-27,SENSOR-HC-SR04,89,Sensor
2023-07-28,SENSOR-HC-SR04,114,Sensor
2023-07-29,SENSOR-HC-SR04,25,Sensor
2023-07-30,SENSOR-HC-SR04,30,Sensor
2023-07-31,SENSOR-HC-SR04,147,Sensor
2023-08-01,SENSOR-HC-SR04,133,Sensor
2023-08-02,SENSOR-HC-SR04,112,Sensor
2023-08-03,SENSOR-HC-SR04,73,Sensor
2023-08-04,SENSOR-HC-SR04,111,Sensor
2023-08-05,SENSOR-HC-SR04,27,Sensor
2023-08-06,SENSOR-HC-SR04,72,Sensor
2023-08-07,SENSOR-HC-SR04,130,Sensor
2023-08-08,SENSOR-HC-SR04,97,Sensor
2023-08-09,SENSOR-HC-SR04,102,Sensor
2023-08-10,SENSOR-HC-SR04,80,Sensor
2023-08-11,SENSOR-HC-SR04,98,Sensor
2023-08-12,SENSOR-HC-SR04,66,Sensor
2023-08-13,SENSOR-HC-SR04,41,Sensor
2023-08-14,SENSOR-HC-SR04,98,Sensor
2023-08-15,SENSOR-HC-SR04,126,Sensor
2023-08-16,SENSOR-HC-SR04,118,Sensor
2023-08-17,SENSOR-HC-SR04,109,Sensor
2023-08-18,SENSOR-HC-SR04,102,Sensor
2023-08-19,SENSOR-HC-SR04,26,Sensor
2023-08-20,SENSOR-HC-SR04,67,Sensor
2023-08-21,SENSOR-HC-SR04,376,Sensor
2023-08-22,SENSOR-HC-SR04,89,Sensor
2023-08-23,SENSOR-HC-SR04,111,Sensor
2023-08-24,SENSOR-HC-SR04,104,Sensor
2023-08-25,SENSOR-HC-SR04,83,Sensor
2023-08-26,SENSOR-HC-SR04,65,Sensor
2023-08-27,SENSOR-HC-SR04,40,Sensor
2023-08-28,SENSOR-HC-SR04,100,Sensor
2023-08-29,SENSOR-HC-SR04,98,Sensor
2023-08-30,SENSOR-HC-SR04,78,Sensor
2023-08-31,SENSOR-HC-SR04,95,Sensor
2023-09-01,SENSOR-HC-SR04,130,Sensor
2023-09-02,SENSOR-HC-SR04,186,Sensor
2023-09-03,SENSOR-HC-SR04,54,Sensor
2023-09-04,SENSOR-HC-SR04,130,Sensor
2023-09-05,SENSOR-HC-SR04,145,Sensor
2023-09-06,SENSOR-HC-SR04,127,Sensor
2023-09-07,SENSOR-HC-SR04,123,Sensor
2023-09-08,SENSOR-HC-SR04,185,Sensor
2023-09-09,SENSOR-HC-SR04,73,Sensor
2023-09-10,SENSOR-HC-SR04,112,Sensor
2023-09-11,SENSOR-HC-SR04,127,Sensor
2023-09-12,SENSOR-HC-SR04,136,Sensor
2023-09-13,SENSOR-HC-SR04,365,Sensor
2023-09-14,SENSOR-HC-SR04,168,Sensor
2023-09-15,SENSOR-HC-SR04,149,Sensor
2023-09-16,SENSOR-HC-SR04,200,Sensor
2023-09-17,SENSOR-HC-SR04,79,Sensor
2023-09-18,SENSOR-HC-SR04,118,Sensor
2023-09-19,SENSOR-HC-SR04,134,Sensor
2023-09-20,SENSOR-HC-SR04,150,Sensor
2023-09-21,SENSOR-HC-SR04,126,Sensor
2023-09-22,SENSOR-HC-SR04,368,Sensor
2023-09-23,SENSOR-HC-SR04,86,Sensor
2023-09-24,SENSOR-HC-SR04,82,Sensor
2023-09-25,SENSOR-HC-SR04,134,Sensor
2023-09-26,SENSOR-HC-SR04,115,Sensor
2023-09-27,SENSOR-HC-SR04,223,Sensor
2023-09-28,SENSOR-HC-SR04,102,Sensor
2023-09-29,SENSOR-HC-SR04,166,Sensor
2023-09-30,SENSOR-HC-SR04,62,Sensor
2023-10-01,SENSOR-HC-SR04,205,Sensor
2023-10-02,SENSOR-HC-SR04,217,Sensor
2023-10-03,SENSOR-HC-SR04,214,Sensor
2023-10-04,SENSOR-HC-SR04,213,Sensor
2023-10-05,SENSOR-HC-SR04,211,Sensor
2023-10-06,SENSOR-HC-SR04,207,Sensor
2023-10-07,SENSOR-HC-SR04,157,Sensor
2023-10-08,SENSOR-HC-SR04,135,Sensor
2023-10-09,SENSOR-HC-SR04,190,Sensor
2023-10-10,SENSOR-HC-SR04,231,Sensor
2023-10-11,SENSOR-HC-SR04,190,Sensor
2023-10-12,SENSOR-HC-SR04,243,Sensor
2023-10-13,SENSOR-HC-SR04,189,Sensor
2023-10-14,SENSOR-HC-SR04,164,Sensor
2023-10-15,SENSOR-HC-SR04,197,Sensor
2023-10-16,SENSOR-HC-SR04,222,Sensor
2023-10-17,SENSOR-HC-SR04,263,Sensor
2023-10-18,SENSOR-HC-SR04,211,Sensor
2023-10-19,SENSOR-HC-SR04,259,Sensor
2023-10-20,SENSOR-HC-SR04,206,Sensor
2023-10-21,SENSOR-HC-SR04,276,Sensor
2023-10-22,SENSOR-HC-SR04,157,Sensor
2023-10-23,SENSOR-HC-SR04,212,Sensor
2023-10-24,SENSOR-HC-SR04,229,Sensor
2023-10-25,SENSOR-HC-SR04,200,Sensor
2023-10-26,SENSOR-HC-SR04,175,Sensor
2023-10-27,SENSOR-HC-SR04,239,Sensor
2023-10-28,SENSOR-HC-SR04,180,Sensor
2023-10-29,SENSOR-HC-SR04,186,Sensor
2023-10-30,SENSOR-HC-SR04,210,Sensor
2023-10-31,SENSOR-HC-SR04,173,Sensor
2023-11-01,SENSOR-HC-SR04,201,Sensor
2023-11-02,SENSOR-HC-SR04,174,Sensor
2023-11-03,SENSOR-HC-SR04,214,Sensor
2023-11-04,SENSOR-HC-SR04,158,Sensor
2023-11-05,SENSOR-HC-SR04,328,Sensor
2023-11-06,SENSOR-HC-SR04,377,Sensor
2023-11-07,SENSOR-HC-SR04,211,Sensor
2023-11-08,SENSOR-HC-SR04,195,Sensor
2023-11-09,SENSOR-HC-SR04,229,Sensor
2023-11-10,SENSOR-HC-SR04,165,Sensor
2023-11-11,SENSOR-HC-SR04,210,Sensor
2023-11-12,SENSOR-HC-SR04,161,Sensor
2023-11-13,SENSOR-HC-SR04,221,Sensor
2023-11-14,SENSOR-HC-SR04,226,Sensor
2023-11-15,SENSOR-HC-SR04,222,Sensor
2023-11-16,SENSOR-HC-SR04,199,Sensor
2023-11-17,SENSOR-HC-SR04,244,Sensor
2023-11-18,SENSOR-HC-SR04,180,Sensor
2023-11-19,SENSOR-HC-SR04,162,Sensor
2023-11-20,SENSOR-HC-SR04,194,Sensor
2023-11-21,SENSOR-HC-SR04,481,Sensor
2023-11-22,SENSOR-HC-SR04,206,Sensor
2023-11-23,SENSOR-HC-SR04,251,Sensor
2023-11-24,SENSOR-HC-SR04,239,Sensor
2023-11-25,SENSOR-HC-SR04,164,Sensor
2023-11-26,SENSOR-HC-SR04,160,Sensor
2023-11-27,SENSOR-HC-SR04,205,Sensor
2023-11-28,SENSOR-HC-SR04,225,Sensor
2023-11-29,SENSOR-HC-SR04,191,Sensor
2023-11-30,SENSOR-HC-SR04,223,Sensor
2023-12-01,SENSOR-HC-SR04,243,Sensor
2023-12-02,SENSOR-HC-SR04,146,Sensor
2023-12-03,SENSOR-HC-SR04,150,Sensor
2023-12-04,SENSOR-HC-SR04,192,Sensor
2023-12-05,SENSOR-HC-SR04,209,Sensor
2023-12-06,SENSOR-HC-SR04,198,Sensor
2023-12-07,SENSOR-HC-SR04,193,Sensor
2023-12-08,SENSOR-HC-SR04,196,Sensor
2023-12-09,SENSOR-HC-SR04,153,Sensor
2023-12-10,SENSOR-HC-SR04,177,Sensor
2023-12-11,SENSOR-HC-SR04,191,Sensor
2023-12-12,SENSOR-HC-SR04,200,Sensor
2023-12-13,SENSOR-HC-SR04,223,Sensor
2023-12-14,SENSOR-HC-SR04,206,Sensor
2023-12-15,SENSOR-HC-SR04,224,Sensor
2023-12-16,SENSOR-HC-SR04,166,Sensor
2023-12-17,SENSOR-HC-SR04,177,Sensor
2023-12-18,SENSOR-HC-SR04,186,Sensor
2023-12-19,SENSOR-HC-SR04,205,Sensor
2023-12-20,SENSOR-HC-SR04,209,Sensor
2023-12-21,SENSOR-HC-SR04,250,Sensor
2023-12-22,SENSOR-HC-SR04,207,Sensor
2023-12-23,SENSOR-HC-SR04,171,Sensor
2023-12-24,SENSOR-HC-SR04,166,Sensor
2023-12-25,SENSOR-HC-SR04,184,Sensor
2023-12-26,SENSOR-HC-SR04,193,Sensor
2023-12-27,SENSOR-HC-SR04,225,Sensor
2023-12-28,SENSOR-HC-SR04,224,Sensor
2023-12-29,SENSOR-HC-SR04,211,Sensor
2023-12-30,SENSOR-HC-SR04,104,Sensor
2023-12-31,SENSOR-HC-SR04,168,Sensor
2024-01-01,SENSOR-HC-SR04,118,Sensor
2024-01-02,SENSOR-HC-SR04,121,Sensor
2024-01-03,SENSOR-HC-SR04,157,Sensor
2024-01-04,SENSOR-HC-SR04,124,Sensor
2024-01-05,SENSOR-HC-SR04,164,Sensor
2024-01-06,SENSOR-HC-SR04,110,Sensor
2024-01-07,SENSOR-HC-SR04,69,Sensor
2024-01-08,SENSOR-HC-SR04,113,Sensor
2024-01-09,SENSOR-HC-SR04,145,Sensor
2024-01-10,SENSOR-HC-SR04,144,Sensor
2024-01-11,SENSOR-HC-SR04,150,Sensor
2024-01-12,SENSOR-HC-SR04,131,Sensor
2024-01-13,SENSOR-HC-SR04,88,Sensor
2024-01-14,SENSOR-HC-SR04,294,Sensor
2024-01-15,SENSOR-HC-SR04,137,Sensor
2024-01-16,SENSOR-HC-SR04,129,Sensor
2024-01-17,SENSOR-HC-SR04,114,Sensor
2024-01-18,SENSOR-HC-SR04,145,Sensor
2024-01-19,SENSOR-HC-SR04,134,Sensor
2024-01-20,SENSOR-HC-SR04,68,Sensor
2024-01-21,SENSOR-HC-SR04,118,Sensor
2024-01-22,SENSOR-HC-SR04,156,Sensor
2024-01-23,SENSOR-HC-SR04,152,Sensor
2024-01-24,SENSOR-HC-SR04,155,Sensor
2024-01-25,SENSOR-HC-SR04,124,Sensor
2024-01-26,SENSOR-HC-SR04,177,Sensor
2024-01-27,SENSOR-HC-SR04,134,Sensor
2024-01-28,SENSOR-HC-SR04,102,Sensor
2024-01-29,SENSOR-HC-SR04,121,Sensor
2024-01-30,SENSOR-HC-SR04,155,Sensor
2024-01-31,SENSOR-HC-SR04,164,Sensor
2024-02-01,SENSOR-HC-SR04,145,Sensor
2024-02-02,SENSOR-HC-SR04,145,Sensor
2024-02-03,SENSOR-HC-SR04,108,Sensor
2024-02-04,SENSOR-HC-SR04,43,Sensor
2024-02-05,SENSOR-HC-SR04,132,Sensor
2024-02-06,SENSOR-HC-SR04,122,Sensor
2024-02-07,SENSOR-HC-SR04,151,Sensor
2024-02-08,SENSOR-HC-SR04,127,Sensor
2024-02-09,SENSOR-HC-SR04,138,Sensor
2024-02-10,SENSOR-HC-SR04,80,Sensor
2024-02-11,SENSOR-HC-SR04,138,Sensor
2024-02-12,SENSOR-HC-SR04,124,Sensor
2024-02-13,SENSOR-HC-SR04,121,Sensor
2024-02-14,SENSOR-HC-SR04,102,Sensor
2024-02-15,SENSOR-HC-SR04,149,Sensor
2024-02-16,SENSOR-HC-SR04,155,Sensor
2024-02-17,SENSOR-HC-SR04,80,Sensor
2024-02-18,SENSOR-HC-SR04,82,Sensor
2024-02-19,SENSOR-HC-SR04,152,Sensor
2024-02-20,SENSOR-HC-SR04,139,Sensor
2024-02-21,SENSOR-HC-SR04,75,Sensor
2024-02-22,SENSOR-HC-SR04,133,Sensor
2024-02-23,SENSOR-HC-SR04,136,Sensor
2024-02-24,SENSOR-HC-SR04,106,Sensor
2024-02-25,SENSOR-HC-SR04,119,Sensor
2024-02-26,SENSOR-HC-SR04,115,Sensor
2024-02-27,SENSOR-HC-SR04,150,Sensor
2024-02-28,SENSOR-HC-SR04,119,Sensor
2024-02-29,SENSOR-HC-SR04,146,Sensor
2024-03-01,SENSOR-HC-SR04,150,Sensor
2024-03-02,SENSOR-HC-SR04,117,Sensor
2024-03-03,SENSOR-HC-SR04,67,Sensor
2024-03-04,SENSOR-HC-SR04,150,Sensor
2024-03-05,SENSOR-HC-SR04,143,Sensor
2024-03-06,SENSOR-HC-SR04,134,Sensor
2024-03-07,SENSOR-HC-SR04,145,Sensor
2024-03-08,SENSOR-HC-SR04,120,Sensor
2024-03-09,SENSOR-HC-SR04,98,Sensor
2024-03-10,SENSOR-HC-SR04,71,Sensor
2024-03-11,SENSOR-HC-SR04,150,Sensor
2024-03-12,SENSOR-HC-SR04,135,Sensor
2024-03-13,SENSOR-HC-SR04,144,Sensor
2024-03-14,SENSOR-HC-SR04,132,Sensor
2024-03-15,SENSOR-HC-SR04,117,Sensor
2024-03-16,SENSOR-HC-SR04,81,Sensor
2024-03-17,SENSOR-HC-SR04,96,Sensor
2024-03-18,SENSOR-HC-SR04,143,Sensor
2024-03-19,SENSOR-HC-SR04,162,Sensor
2024-03-20,SENSOR-HC-SR04,159,Sensor
2024-03-21,SENSOR-HC-SR04,132,Sensor
2024-03-22,SENSOR-HC-SR04,152,Sensor
2024-03-23,SENSOR-HC-SR04,94,Sensor
2024-03-24,SENSOR-HC-SR04,65,Sensor
2024-03-25,SENSOR-HC-SR04,116,Sensor
2024-03-26,SENSOR-HC-SR04,128,Sensor
2024-03-27,SENSOR-HC-SR04,125,Sensor
2024-03-28,SENSOR-HC-SR04,167,Sensor
2024-03-29,SENSOR-HC-SR04,160,Sensor
2024-03-30,SENSOR-HC-SR04,84,Sensor
2024-03-31,SENSOR-HC-SR04,100,Sensor
2024-04-01,SENSOR-HC-SR04,147,Sensor
2024-04-02,SENSOR-HC-SR04,123,Sensor
2024-04-03,SENSOR-HC-SR04,118,Sensor
2024-04-04,SENSOR-HC-SR04,132,Sensor
2024-04-05,SENSOR-HC-SR04,170,Sensor
2024-04-06,SENSOR-HC-SR04,75,Sensor
2024-04-07,SENSOR-HC-SR04,106,Sensor
2024-04-08,SENSOR-HC-SR04,141,Sensor
2024-04-09,SENSOR-HC-SR04,151,Sensor
2024-04-10,SENSOR-HC-SR04,147,Sensor
2024-04-11,SENSOR-HC-SR04,133,Sensor
2024-04-12,SENSOR-HC-SR04,129,Sensor
2024-04-13,SENSOR-HC-SR04,91,Sensor
2024-04-14,SENSOR-HC-SR04,101,Sensor
2024-04-15,SENSOR-HC-SR04,123,Sensor
2024-04-16,SENSOR-HC-SR04,148,Sensor
2024-04-17,SENSOR-HC-SR04,137,Sensor
2024-04-18,SENSOR-HC-SR04,125,Sensor
2024-04-19,SENSOR-HC-SR04,142,Sensor
2024-04-20,SENSOR-HC-SR04,65,Sensor
2024-04-21,SENSOR-HC-SR04,86,Sensor
2024-04-22,SENSOR-HC-SR04,135,Sensor
2024-04-23,SENSOR-HC-SR04,133,Sensor
2024-04-24,SENSOR-HC-SR04,150,Sensor
2024-04-25,SENSOR-HC-SR04,116,Sensor
2024-04-26,SENSOR-HC-SR04,124,Sensor
2024-04-27,SENSOR-HC-SR04,114,Sensor
2024-04-28,SENSOR-HC-SR04,105,Sensor
2024-04-29,SENSOR-HC-SR04,157,Sensor
2024-04-30,SENSOR-HC-SR04,145,Sensor
2024-05-01,SENSOR-HC-SR04,162,Sensor
2024-05-02,SENSOR-HC-SR04,141,Sensor
2024-05-03,SENSOR-HC-SR04,133,Sensor
2024-05-04,SENSOR-HC-SR04,80,Sensor
2024-05-05,SENSOR-HC-SR04,113,Sensor
2024-05-06,SENSOR-HC-SR04,122,Sensor
2024-05-07,SENSOR-HC-SR04,185,Sensor
2024-05-08,SENSOR-HC-SR04,311,Sensor
2024-05-09,SENSOR-HC-SR04,153,Sensor
2024-05-10,SENSOR-HC-SR04,335,Sensor
2024-05-11,SENSOR-HC-SR04,102,Sensor
2024-05-12,SENSOR-HC-SR04,129,Sensor
2024-05-13,SENSOR-HC-SR04,159,Sensor
2024-05-14,SENSOR-HC-SR04,150,Sensor
2024-05-15,SENSOR-HC-SR04,148,Sensor
2024-05-16,SENSOR-HC-SR04,135,Sensor
2024-05-17,SENSOR-HC-SR04,152,Sensor
2024-05-18,SENSOR-HC-SR04,90,Sensor
2024-05-19,SENSOR-HC-SR04,82,Sensor
2024-05-20,SENSOR-HC-SR04,155,Sensor
2024-05-21,SENSOR-HC-SR04,155,Sensor
2024-05-22,SENSOR-HC-SR04,153,Sensor
2024-05-23,SENSOR-HC-SR04,129,Sensor
2024-05-24,SENSOR-HC-SR04,131,Sensor
2024-05-25,SENSOR-HC-SR04,131,Sensor
2024-05-26,SENSOR-HC-SR04,106,Sensor
2024-05-27,SENSOR-HC-SR04,144,Sensor
2024-05-28,SENSOR-HC-SR04,147,Sensor
2024-05-29,SENSOR-HC-SR04,143,Sensor
2024-05-30,SENSOR-HC-SR04,126,Sensor
2024-05-31,SENSOR-HC-SR04,140,Sensor
2024-06-01,SENSOR-HC-SR04,72,Sensor
2024-06-02,SENSOR-HC-SR04,62,Sensor
2024-06-03,SENSOR-HC-SR04,122,Sensor
2024-06-04,SENSOR-HC-SR04,134,Sensor
2024-06-05,SENSOR-HC-SR04,335,Sensor
2024-06-06,SENSOR-HC-SR04,128,Sensor
2024-06-07,SENSOR-HC-SR04,249,Sensor
2024-06-08,SENSOR-HC-SR04,76,Sensor
2024-06-09,SENSOR-HC-SR04,66,Sensor
2024-06-10,SENSOR-HC-SR04,105,Sensor
2024-06-11,SENSOR-HC-SR04,131,Sensor
2024-06-12,SENSOR-HC-SR04,108,Sensor
2024-06-13,SENSOR-HC-SR04,190,Sensor
2024-06-14,SENSOR-HC-SR04,81,Sensor
2024-06-15,SENSOR-HC-SR04,24,Sensor
2024-06-16,SENSOR-HC-SR04,48,Sensor
2024-06-17,SENSOR-HC-SR04,106,Sensor
2024-06-18,SENSOR-HC-SR04,85,Sensor
2024-06-19,SENSOR-HC-SR04,73,Sensor
2024-06-20,SENSOR-HC-SR04,103,Sensor
2024-06-21,SENSOR-HC-SR04,86,Sensor
2024-06-22,SENSOR-HC-SR04,70,Sensor
2024-06-23,SENSOR-HC-SR04,24,Sensor
2024-06-24,SENSOR-HC-SR04,128,Sensor
2024-06-25,SENSOR-HC-SR04,79,Sensor
2024-06-26,SENSOR-HC-SR04,66,Sensor
2024-06-27,SENSOR-HC-SR04,146,Sensor
2024-06-28,SENSOR-HC-SR04,101,Sensor
2024-06-29,SENSOR-HC-SR04,54,Sensor
2024-06-30,SENSOR-HC-SR04,78,Sensor
2024-07-01,SENSOR-HC-SR04,106,Sensor
2024-07-02,SENSOR-HC-SR04,107,Sensor
2024-07-03,SENSOR-HC-SR04,78,Sensor
2024-07-04,SENSOR-HC-SR04,139,Sensor
2024-07-05,SENSOR-HC-SR04,54,Sensor
2024-07-06,SENSOR-HC-SR04,90,Sensor
2024-07-07,SENSOR-HC-SR04,61,Sensor
2024-07-08,SENSOR-HC-SR04,112,Sensor
2024-07-09,SENSOR-HC-SR04,103,Sensor
2024-07-10,SENSOR-HC-SR04,103,Sensor
2024-07-11,SENSOR-HC-SR04,96,Sensor
2024-07-12,SENSOR-HC-SR04,89,Sensor
2024-07-13,SENSOR-HC-SR04,44,Sensor
2024-07-14,SENSOR-HC-SR04,51,Sensor
2024-07-15,SENSOR-HC-SR04,119,Sensor
2024-07-16,SENSOR-HC-SR04,120,Sensor
2024-07-17,SENSOR-HC-SR04,119,Sensor
2024-07-18,SENSOR-HC-SR04,157,Sensor
2024-07-19,SENSOR-HC-SR04,98,Sensor
2024-07-20,SENSOR-HC-SR04,107,Sensor
2024-07-21,SENSOR-HC-SR04,63,Sensor
2024-07-22,SENSOR-HC-SR04,112,Sensor
2024-07-23,SENSOR-HC-SR04,121,Sensor
2024-07-24,SENSOR-HC-SR04,126,Sensor
2024-07-25,SENSOR-HC-SR04,128,Sensor
2024-07-26,SENSOR-HC-SR04,119,Sensor
2024-07-27,SENSOR-HC-SR04,64,Sensor
2024-07-28,SENSOR-HC-SR04,90,Sensor
2024-07-29,SENSOR-HC-SR04,139,Sensor
2024-07-30,SENSOR-HC-SR04,108,Sensor
2024-07-31,SENSOR-HC-SR04,102,Sensor
2024-08-01,SENSOR-HC-SR04,97,Sensor
2024-08-02,SENSOR-HC-SR04,87,Sensor
2024-08-03,SENSOR-HC-SR04,194,Sensor
2024-08-04,SENSOR-HC-SR04,81,Sensor
2024-08-05,SENSOR-HC-SR04,121,Sensor
2024-08-06,SENSOR-HC-SR04,92,Sensor
2024-08-07,SENSOR-HC-SR04,118,Sensor
2024-08-08,SENSOR-HC-SR04,106,Sensor
2024-08-09,SENSOR-HC-SR04,129,Sensor
2024-08-10,SENSOR-HC-SR04,212,Sensor
2024-08-11,SENSOR-HC-SR04,48,Sensor
2024-08-12,SENSOR-HC-SR04,88,Sensor
2024-08-13,SENSOR-HC-SR04,337,Sensor
2024-08-14,SENSOR-HC-SR04,106,Sensor
2024-08-15,SENSOR-HC-SR04,117,Sensor
2024-08-16,SENSOR-HC-SR04,114,Sensor
2024-08-17,SENSOR-HC-SR04,73,Sensor
2024-08-18,SENSOR-HC-SR04,99,Sensor
2024-08-19,SENSOR-HC-SR04,123,Sensor
2024-08-20,SENSOR-HC-SR04,114,Sensor
2024-08-21,SENSOR-HC-SR04,105,Sensor
2024-08-22,SENSOR-HC-SR04,102,Sensor
2024-08-23,SENSOR-HC-SR04,94,Sensor
2024-08-24,SENSOR-HC-SR04,49,Sensor
2024-08-25,SENSOR-HC-SR04,57,Sensor
2024-08-26,SENSOR-HC-SR04,107,Sensor
2024-08-27,SENSOR-HC-SR04,104,Sensor
2024-08-28,SENSOR-HC-SR04,93,Sensor
2024-08-29,SENSOR-HC-SR04,132,Sensor
2024-08-30,SENSOR-HC-SR04,77,Sensor
2024-08-31,SENSOR-HC-SR04,67,Sensor
2024-09-01,SENSOR-HC-SR04,84,Sensor
2024-09-02,SENSOR-HC-SR04,149,Sensor
2024-09-03,SENSOR-HC-SR04,128,Sensor
2024-09-04,SENSOR-HC-SR04,190,Sensor
2024-09-05,SENSOR-HC-SR04,133,Sensor
2024-09-06,SENSOR-HC-SR04,152,Sensor
2024-09-07,SENSOR-HC-SR04,78,Sensor
2024-09-08,SENSOR-HC-SR04,75,Sensor
2024-09-09,SENSOR-HC-SR04,147,Sensor
2024-09-10,SENSOR-HC-SR04,120,Sensor
2024-09-11,SENSOR-HC-SR04,113,Sensor
2024-09-12,SENSOR-HC-SR04,153,Sensor
2024-09-13,SENSOR-HC-SR04,146,Sensor
2024-09-14,SENSOR-HC-SR04,93,Sensor
2024-09-15,SENSOR-HC-SR04,99,Sensor
2024-09-16,SENSOR-HC-SR04,144,Sensor
2024-09-17,SENSOR-HC-SR04,151,Sensor
2024-09-18,SENSOR-HC-SR04,160,Sensor
2024-09-19,SENSOR-HC-SR04,160,Sensor
2024-09-20,SENSOR-HC-SR04,148,Sensor
2024-09-21,SENSOR-HC-SR04,150,Sensor
2024-09-22,SENSOR-HC-SR04,100,Sensor
2024-09-23,SENSOR-HC-SR04,155,Sensor
2024-09-24,SENSOR-HC-SR04,153,Sensor
2024-09-25,SENSOR-HC-SR04,128,Sensor
2024-09-26,SENSOR-HC-SR04,161,Sensor
2024-09-27,SENSOR-HC-SR04,144,Sensor
2024-09-28,SENSOR-HC-SR04,107,Sensor
2024-09-29,SENSOR-HC-SR04,93,Sensor
2024-09-30,SENSOR-HC-SR04,231,Sensor
2024-10-01,SENSOR-HC-SR04,238,Sensor
2024-10-02,SENSOR-HC-SR04,231,Sensor
2024-10-03,SENSOR-HC-SR04,193,Sensor
2024-10-04,SENSOR-HC-SR04,230,Sensor
2024-10-05,SENSOR-HC-SR04,161,Sensor
2024-10-06,SENSOR-HC-SR04,147,Sensor
2024-10-07,SENSOR-HC-SR04,205,Sensor
2024-10-08,SENSOR-HC-SR04,249,Sensor
2024-10-09,SENSOR-HC-SR04,230,Sensor
2024-10-10,SENSOR-HC-SR04,181,Sensor
2024-10-11,SENSOR-HC-SR04,243,Sensor
2024-10-12,SENSOR-HC-SR04,170,Sensor
2024-10-13,SENSOR-HC-SR04,182,Sensor
2024-10-14,SENSOR-HC-SR04,227,Sensor
2024-10-15,SENSOR-HC-SR04,229,Sensor
2024-10-16,SENSOR-HC-SR04,206,Sensor
2024-10-17,SENSOR-HC-SR04,213,Sensor
2024-10-18,SENSOR-HC-SR04,213,Sensor
2024-10-19,SENSOR-HC-SR04,182,Sensor
2024-10-20,SENSOR-HC-SR04,130,Sensor
2024-10-21,SENSOR-HC-SR04,244,Sensor
2024-10-22,SENSOR-HC-SR04,227,Sensor
2024-10-23,SENSOR-HC-SR04,362,Sensor
2024-10-24,SENSOR-HC-SR04,218,Sensor
2024-10-25,SENSOR-HC-SR04,235,Sensor
2024-10-26,SENSOR-HC-SR04,184,Sensor
2024-10-27,SENSOR-HC-SR04,186,Sensor
2024-10-28,SENSOR-HC-SR04,234,Sensor
2024-10-29,SENSOR-HC-SR04,273,Sensor
2024-10-30,SENSOR-HC-SR04,236,Sensor
2024-10-31,SENSOR-HC-SR04,202,Sensor
2024-11-01,SENSOR-HC-SR04,194,Sensor
2024-11-02,SENSOR-HC-SR04,165,Sensor
2024-11-03,SENSOR-HC-SR04,178,Sensor
2024-11-04,SENSOR-HC-SR04,225,Sensor
2024-11-05,SENSOR-HC-SR04,248,Sensor
2024-11-06,SENSOR-HC-SR04,212,Sensor
2024-11-07,SENSOR-HC-SR04,213,Sensor
2024-11-08,SENSOR-HC-SR04,241,Sensor
2024-11-09,SENSOR-HC-SR04,142,Sensor
2024-11-10,SENSOR-HC-SR04,288,Sensor
2024-11-11,SENSOR-HC-SR04,238,Sensor
2024-11-12,SENSOR-HC-SR04,210,Sensor
2024-11-13,SENSOR-HC-SR04,207,Sensor
2024-11-14,SENSOR-HC-SR04,201,Sensor
2024-11-15,SENSOR-HC-SR04,233,Sensor
2024-11-16,SENSOR-HC-SR04,129,Sensor
2024-11-17,SENSOR-HC-SR04,317,Sensor
2024-11-18,SENSOR-HC-SR04,223,Sensor
2024-11-19,SENSOR-HC-SR04,248,Sensor
2024-11-20,SENSOR-HC-SR04,215,Sensor
2024-11-21,SENSOR-HC-SR04,207,Sensor
2024-11-22,SENSOR-HC-SR04,267,Sensor
2024-11-23,SENSOR-HC-SR04,177,Sensor
2024-11-24,SENSOR-HC-SR04,149,Sensor
2024-11-25,SENSOR-HC-SR04,223,Sensor
2024-11-26,SENSOR-HC-SR04,229,Sensor
2024-11-27,SENSOR-HC-SR04,203,Sensor
2024-11-28,SENSOR-HC-SR04,216,Sensor
2024-11-29,SENSOR-HC-SR04,234,Sensor
2024-11-30,SENSOR-HC-SR04,191,Sensor
2024-12-01,SENSOR-HC-SR04,180,Sensor
2024-12-02,SENSOR-HC-SR04,480,Sensor
2024-12-03,SENSOR-HC-SR04,218,Sensor
2024-12-04,SENSOR-HC-SR04,242,Sensor
2024-12-05,SENSOR-HC-SR04,197,Sensor
2024-12-06,SENSOR-HC-SR04,235,Sensor
2024-12-07,SENSOR-HC-SR04,176,Sensor
2024-12-08,SENSOR-HC-SR04,159,Sensor
2024-12-09,SENSOR-HC-SR04,203,Sensor
2024-12-10,SENSOR-HC-SR04,213,Sensor
2024-12-11,SENSOR-HC-SR04,227,Sensor
2024-12-12,SENSOR-HC-SR04,184,Sensor
2024-12-13,SENSOR-HC-SR04,234,Sensor
2024-12-14,SENSOR-HC-SR04,149,Sensor
2024-12-15,SENSOR-HC-SR04,193,Sensor
2024-12-16,SENSOR-HC-SR04,215,Sensor
2024-12-17,SENSOR-HC-SR04,225,Sensor
2024-12-18,SENSOR-HC-SR04,218,Sensor
2024-12-19,SENSOR-HC-SR04,222,Sensor
